http://oihs.isp.msu.edu/international-travelers/safety-security/,9,"[['travel warning', 5], ['travel alert', 1], ['travel advice', 1], ['travel safety', 2], ['travel advisories', 2], ['warning', 5], ['alert', 3], ['alerts', 1], ['traveling', 4]]"
http://www.nathab.com/traveler-resources/useful-links/,5,"[['travel advisories', 1], ['travel tip', 1], ['travel links', 1], ['alert', 1], ['travel.state.gov', 1]]"
http://www.sandiegocounty.gov/hhsa/programs/phs/community_epidemiology/dc/zika_virus.html,2,"[['alert', 11], ['alerts', 1]]"
http://www.universityspot.com/resources/studyabroad.html,2,"[['travel resources', 2], ['traveling', 1]]"
http://www.adventuremedicalkits.com/blog/links-and-partners/,3,"[['travel warning', 1], ['warning', 1], ['traveling', 1]]"
http://www.nathab.com/traveler-resources/useful-linkss/,1,"[['travel resources', 1]]"
